,town,latitude,longitude,country
2063,Pullenvale,-27.52283,152.88651,Australia
2064,Queenton,-20.07453,146.2817,Australia
2065,Quilpie,-26.15057,143.57936,Australia
2066,Raceview,-27.63472,152.77519,Australia
2067,Railway Estate,-19.2757,146.81962,Australia
2068,Rainbow Beach,-25.90432,153.09174,Australia
2069,Rangeville,-27.58318,151.97997,Australia
2070,Rangewood,-19.31138,146.63877,Australia
2071,Rasmussen,-19.3524,146.7228,Australia
2072,Ravenshoe,-17.60901,145.48413,Australia
2073,Red Hill,-20.31667,148.5,Australia
2074,Redbank,-27.6,152.86667,Australia
2075,Redbank Plains,-27.64613,152.85965,Australia
2076,Redland,-27.53791,153.24829,Australia
2077,Redland Bay,-27.6113,153.30022,Australia
2078,Redlynch,-16.9254,145.69559,Australia
2079,Reedy Creek,-28.11243,153.39638,Australia
2080,Regency Downs,-27.53359,152.44049,Australia
2081,Regents Park,-27.67664,153.04165,Australia
2082,Richlands,-27.59616,152.95321,Australia
2083,Richmond,-20.56967,142.91384,Australia
2084,River Heads,-25.41551,152.91315,Australia
2085,Riverhills,-27.55928,152.91106,Australia
2086,Riverview,-27.6,152.85,Australia
2087,Robertson,-27.56583,153.05738,Australia
2088,Robina,-28.07071,153.39329,Australia
2089,Rochedale,-27.56667,153.13333,Australia
2090,Rochedale South,-27.59521,153.12332,Australia
2091,Rockhampton,-23.38032,150.50595,Australia
2092,Rocklea,-27.53917,153.00402,Australia
2093,Rockville,-27.53611,151.93805,Australia
2094,Roma,-26.56741,148.78751,Australia
2095,Rosemount,-26.6303,152.9997,Australia
2096,Rosenthal Heights,-28.24013,152.01327,Australia
2097,Rosewood,-27.6335,152.58949,Australia
2098,Rosslea,-19.29871,146.79824,Australia
2099,Rothwell,-27.21433,153.04676,Australia
2100,Runaway Bay,-27.91386,153.39775,Australia
2101,Runcorn,-27.59756,153.07699,Australia
2102,Rural View,-21.06447,149.1646,Australia
2103,Russell Island,-27.64867,153.38124,Australia
2104,Sadliers Crossing,-27.61251,152.74577,Australia
2105,Salisbury,-27.55145,153.0325,Australia
2106,Samford Valley,-27.3727,152.86699,Australia
2107,Sandgate,-27.32198,153.06951,Australia
2108,Sandstone Point,-27.08374,153.13235,Australia
2109,Sarina,-21.4191,149.21677,Australia
2110,Scarborough,-27.20118,153.10939,Australia
2111,Scarness,-25.28405,152.856,Australia
2112,Scenic Rim,-28.04021,152.80688,Australia
2113,Seven Hills,-27.48341,153.07474,Australia
2114,Seventeen Mile Rocks,-27.5507,152.95896,Australia
2115,Shailer Park,-27.6498,153.17753,Australia
2116,Sharon,-24.87593,152.26994,Australia
2117,Sheldon,-27.58436,153.20042,Australia
2118,Shorncliffe,-27.32759,153.08161,Australia
2119,Silkstone,-27.62126,152.78768,Australia
2120,Sinnamon Park,-27.54436,152.9489,Australia
2121,Sippy Downs,-26.71793,153.05475,Australia
2122,Slacks Creek,-27.65,153.15,Australia
2123,Slade Point,-21.075,149.225,Australia
2124,Soldiers Hill,-20.70533,139.48988,Australia
2125,Somerset,-27.01133,152.41521,Australia
2126,South Brisbane,-27.48034,153.02049,Australia
2127,South Burnett,-26.40077,151.60166,Australia
2128,South Gladstone,-23.86221,151.26801,Australia
2129,South Kolan,-24.93202,152.1679,Australia
2130,South Mackay,-21.16288,149.17751,Australia
2131,South Maclean,-27.79245,153.01603,Australia
2132,South Toowoomba,-27.57101,151.9465,Australia
2133,South Townsville,-19.26618,146.83331,Australia
2134,Southern Downs,-28.50265,151.92165,Australia
2135,Southport,-27.96724,153.39796,Australia
2136,Southside,-26.20997,152.64719,Australia
2137,Spring Hill,-27.46141,153.02311,Australia
2138,Springfield,-27.65365,152.91716,Australia
2139,Springfield Lakes,-27.66757,152.92488,Australia
2140,Springsure,-24.11478,148.08849,Australia
2141,Springwood,-27.61183,153.12899,Australia
2142,St George,-27.94763,148.60986,Australia
2143,Stafford,-27.41044,153.01105,Australia
2144,Stafford Heights,-27.39354,153.0105,Australia
2145,Stanthorpe,-28.65425,151.93388,Australia
2146,Strathpine,-27.30414,152.98977,Australia
2147,Stretton,-27.62205,153.06609,Australia
2148,Stuart,-19.34702,146.84378,Australia
2149,Sun Valley,-23.87516,151.25752,Australia
2150,Sunnybank,-27.58003,153.06064,Australia
2151,Sunnybank Hills,-27.61025,153.05388,Australia
2152,Sunrise Beach,-26.41646,153.10305,Australia
2153,Sunset,-20.71026,139.50824,Australia
2154,Sunshine Beach,-26.40579,153.10779,Australia
2155,Sunshine Coast,-26.56098,152.85113,Australia
2156,Surfers Paradise,-28.00274,153.42999,Australia
2157,Svensson Heights,-24.88566,152.33183,Australia
2158,Taigum,-27.34265,153.04444,Australia
2159,Tallai,-28.06407,153.32589,Australia
2160,Tallebudgera,-28.15,153.43333,Australia
2161,Tallebudgera Valley,-28.1927,153.35489,Australia
2162,Tamborine,-27.88333,153.13333,Australia
2163,Tamborine Mountain,-27.96954,153.19937,Australia
2164,Tanah Merah,-27.67151,153.17019,Australia
2165,Tanawha,-26.71981,153.03018,Australia
2166,Tannum Sands,-23.94749,151.36749,Australia
2167,Tara,-27.27613,150.45676,Australia
2168,Taranganba,-23.14435,150.75139,Australia
2169,Taringa,-27.49061,152.97861,Australia
2170,Tarragindi,-27.52713,153.04556,Australia
2171,Telina,-23.88834,151.25379,Australia
2172,Teneriffe,-27.45587,153.04696,Australia
2173,Tewantin,-26.39104,153.03432,Australia
2174,Thabeban,-24.9,152.35,Australia
2175,The Gap,-27.44187,152.93861,Australia
2176,The Gemfields,-23.53014,147.79679,Australia
2177,The Range,-23.392,150.49624,Australia
2178,Thorneside,-27.48777,153.19821,Australia
2179,Thornlands,-27.55751,153.26481,Australia
2180,Thursday Island,-10.58257,142.21949,Australia
2181,Tieri,-23.03829,148.34463,Australia
2182,Tin Can Bay,-25.91914,153.0032,Australia
2183,Tinana,-25.55196,152.6659,Australia
2184,Tingalpa,-27.4736,153.12704,Australia
2185,Tivoli,-27.59278,152.76798,Australia
2186,Tolga,-17.18557,145.47707,Australia
2187,Toogoolawah,-27.08661,152.37636,Australia
2188,Toogoom,-25.25637,152.69025,Australia
2189,Toowong,-27.48333,152.98333,Australia
2190,Toowoomba,-27.47958,151.47705,Australia
2191,Torquay,-25.28496,152.87886,Australia
2192,Torres,-10.57928,142.22059,Australia
2193,Torres Strait Island Region,-10.20141,142.27295,Australia
2194,Townsville,-19.26639,146.80569,Australia
2195,Townview,-20.73252,139.50482,Australia
2196,Trinity Beach,-16.78876,145.69682,Australia
2197,Trinity Park,-16.80684,145.70549,Australia
2198,Trunding,-12.63422,141.86963,Australia
2199,Tugun,-28.15,153.5,Australia
2200,Tully,-17.93264,145.92277,Australia
2201,Twin Waters,-26.63422,153.08114,Australia
2202,Underwood,-27.60885,153.1113,Australia
2203,Upper Caboolture,-27.11667,152.88333,Australia
2204,Upper Coomera,-27.87683,153.28572,Australia
2205,Upper Kedron,-27.41879,152.91777,Australia
2206,Upper Mount Gravatt,-27.56128,153.08453,Australia
2207,Urangan,-25.29214,152.90535,Australia
2208,Urraween,-25.29522,152.82206,Australia
2209,Varsity Lakes,-28.0894,153.4122,Australia
2210,Victoria Point,-27.58329,153.31172,Australia
2211,Vincent,-19.28341,146.76463,Australia
2212,Virginia,-27.38333,153.06667,Australia
2213,Wacol,-27.58333,152.93333,Australia
2214,Wakerley,-27.483,153.15589,Australia
2215,Walkerston,-21.16097,149.05814,Australia
2216,Walkervale,-24.88266,152.35886,Australia
2217,Walloon,-27.60545,152.66429,Australia
2218,Wamuran,-27.03909,152.86542,Australia
2219,Wandal,-23.36878,150.49381,Australia
2220,Wandoan,-26.12285,149.96028,Australia
2221,Warana,-26.72273,153.12688,Australia
2222,Warner,-27.31222,152.94981,Australia
2223,Warwick,-28.21901,152.03438,Australia
2224,Waterford West,-27.69056,153.13319,Australia
2225,Wavell Heights,-27.39385,153.04698,Australia
2226,Weipa,-12.63671,141.87555,Australia
2227,Wellesley Islands,-16.63184,139.4014,Australia
2228,Wellington Point,-27.48333,153.25,Australia
2229,West End,-27.47923,153.0096,Australia
2230,West Gladstone,-23.86123,151.2453,Australia
2231,West Mackay,-21.15467,149.16181,Australia
2232,West Rockhampton,-23.37941,150.48175,Australia
2233,West Woombye,-26.66644,152.92557,Australia
2234,Westbrook,-27.61667,151.86667,Australia
2235,Westcourt,-26.8,150.15,Australia
2236,Western Downs,-26.80665,150.3859,Australia
2237,Westlake,-27.54862,152.91276,Australia
2238,White Rock,-16.97438,145.7633,Australia
2239,Whitfield,-16.89508,145.73335,Australia
2240,Whitsunday,-20.6978,148.01349,Australia
2241,Whitsundays,-20.11943,148.91325,Australia
2242,Willow Vale,-27.84499,153.2631,Australia
2243,Willowbank,-27.68215,152.67407,Australia
2244,Wilsonton,-27.54312,151.91684,Australia
2245,Wilsonton Heights,-27.53227,151.92444,Australia
2246,Wilston,-27.43218,153.01904,Australia
2247,Windaroo,-27.74587,153.19339,Australia
2248,Windsor,-27.43631,153.02882,Australia
2249,Winston,-20.70374,139.49913,Australia
2250,Winton,-22.50749,142.66199,Australia
2251,Wishart,-27.55448,153.10107,Australia
2252,Withcott,-27.55408,152.02432,Australia
2253,Witta,-26.7,152.81667,Australia
2254,Wondai,-26.3177,151.87242,Australia
2255,Wondunna,-25.31758,152.85912,Australia
2256,Wongaling Beach,-17.91327,146.09611,Australia
2257,Wongawallan,-27.87553,153.22865,Australia
2258,Woodend,-27.60554,152.75307,Australia
2259,Woodford,-26.95291,152.77747,Australia
2260,Woodgate,-25.1083,152.56254,Australia
2261,Woodridge,-27.63333,153.1,Australia
2262,Woody Point,-27.25608,153.10427,Australia
2263,Woolloongabba,-27.48855,153.03655,Australia
2264,Wooloowin,-27.42244,153.04204,Australia
2265,Woombye,-26.66054,152.96947,Australia
2266,Woorabinda,-24.1501,149.44977,Australia
2267,Woorim,-27.06931,153.20427,Australia
2268,Woree,-16.95,145.75,Australia
2269,Worongary,-28.05,153.35,Australia
2270,Wujal Wujal,-15.96904,145.3152,Australia
2271,Wulguru,-19.3285,146.81842,Australia
2272,Wulkuraka,-27.61429,152.72191,Australia
2273,Wurtulla,-26.75648,153.12805,Australia
2274,Wynnum,-27.44527,153.15813,Australia
2275,Wynnum West,-27.45824,153.15319,Australia
2276,Wyreema,-27.65583,151.85532,Australia
2277,Yamanto,-27.66027,152.73863,Australia
2278,Yandina,-26.56165,152.95595,Australia
2279,Yaroomba,-26.55126,153.09701,Australia
2280,Yarrabah,-16.99463,145.88058,Australia
2281,Yarrabilba,-27.80864,153.11163,Australia
2282,Yarraman,-26.84167,151.98138,Australia
2283,Yatala,-27.71667,153.21667,Australia
2284,Yeerongpilly,-27.53097,153.00935,Australia
2285,Yeppoon,-23.12683,150.74406,Australia
2286,Yeppoon city centre,-23.1295,150.73639,Australia
2287,Yeronga,-27.51571,153.01642,Australia
2288,Yorkeys Knob,-16.80278,145.72083,Australia
2289,Yungaburra,-17.27058,145.58335,Australia
2290,Zillmere,-27.35591,153.04453,Australia
2291,Zilzie,-23.28867,150.7982,Australia
2292,Aberfoyle Park,-35.0768,138.59163,Australia
2293,Adelaide,-34.92866,138.59863,Australia
2294,Adelaide city centre,-34.92873,138.60334,Australia
2295,Adelaide Hills,-34.90103,138.85457,Australia
2296,Albert Park,-34.87201,138.51966,Australia
2297,Alberton,-34.85925,138.52138,Australia
2298,Aldgate,-35.01667,138.73333,Australia
2299,Aldinga Beach,-35.27826,138.45802,Australia
2300,Alexandrina,-35.33769,138.83704,Australia
2301,Allenby Gardens,-34.89766,138.55425,Australia
2302,Anangu Pitjantjatjara,-27.05797,131.37314,Australia
2303,Andrews Farm,-34.67632,138.66197,Australia
2304,Angaston,-34.50129,139.04625,Australia
2305,Angle Park,-34.85989,138.55798,Australia
2306,Angle Vale,-34.64098,138.6461,Australia
2307,Ardrossan,-34.42217,137.91907,Australia
2308,Ascot Park,-34.99175,138.55768,Australia
2309,Ashford,-34.94859,138.57457,Australia
2310,Athelstone,-34.87019,138.6999,Australia
2311,Athol Park,-34.85608,138.54282,Australia
2312,Balaklava,-34.14542,138.41148,Australia
2313,Balhannah,-34.99094,138.82565,Australia
2314,Banksia Park,-34.81015,138.7357,Australia
2315,Barmera,-34.25562,140.46147,Australia
2316,Barossa,-34.61351,138.96169,Australia
2317,Barunga West,-33.79484,137.92311,Australia
2318,Beaumont,-34.94899,138.66188,Australia
2319,Bedford Park,-35.02204,138.56815,Australia
2320,Belair,-34.99766,138.62077,Australia
2321,Bellevue Heights,-35.03023,138.58314,Australia
2322,Berri,-34.28107,140.59958,Australia
2323,Berri and Barmera,-34.28788,140.49358,Australia
2324,Beulah Park,-34.91768,138.64522,Australia
2325,Beverley,-34.89512,138.54633,Australia
2326,Birdwood,-34.81826,138.96478,Australia
2327,Birkenhead,-34.83685,138.49788,Australia
2328,Black Forest,-34.96028,138.57668,Australia
2329,Blackwood,-35.02139,138.61429,Australia
2330,Blair Athol,-34.85889,138.59656,Australia
2331,Blakeview,-34.67566,138.7101,Australia
2332,Bordertown,-36.30768,140.77167,Australia
2333,Brahma Lodge,-34.77604,138.65306,Australia
2334,Bridgewater,-35.01397,138.76648,Australia
2335,Brighton,-35.0182,138.52351,Australia
2336,Broadview,-34.87589,138.61498,Australia
2337,Brompton,-34.89445,138.5782,Australia
2338,Brooklyn Park,-34.92847,138.53631,Australia
2339,Burnside,-34.93333,138.65,Australia
2340,Burra,-33.67171,138.92835,Australia
2341,Burton,-34.73339,138.60247,Australia
2342,Camden Park,-34.96857,138.53957,Australia
2343,Campbelltown,-34.88545,138.68546,Australia
2344,Ceduna,-32.14736,133.86288,Australia
2345,Charles Sturt,-34.90067,138.53182,Australia
2346,Cheltenham,-34.86788,138.52336,Australia
2347,Christie Downs,-35.12999,138.49633,Australia
2348,Christies Beach,-35.13876,138.47232,Australia
2349,City of West Torrens,-34.93133,138.5509,Australia
2350,Clapham,-34.98989,138.60158,Australia
2351,Clare,-33.83325,138.61064,Australia
2352,Clare and Gilbert Valleys,-34.01462,138.7534,Australia
2353,Clarence Gardens,-34.97539,138.57983,Australia
2354,Clarence Park,-34.96416,138.5806,Australia
2355,Clearview,-34.85735,138.61327,Australia
2356,Cleve,-33.66078,136.28893,Australia
2357,Clovelly Park,-34.99951,138.57081,Australia
2358,Collinswood,-34.8873,138.61224,Australia
2359,Colonel Light Gardens,-34.98628,138.59746,Australia
2360,Coober Pedy,-29.01415,134.75495,Australia
2361,Copper Coast,-33.94287,137.71329,Australia
2362,Coromandel Valley,-35.05,138.61667,Australia
2363,Cowandilla,-34.93221,138.55931,Australia
2364,Cowell,-33.68227,136.92117,Australia
2365,Crafers,-35.0,138.7,Australia
2366,Crafers West,-34.99136,138.68205,Australia
2367,Craigburn Farm,-35.04046,138.6049,Australia
2368,Craigmore,-34.70064,138.70956,Australia
2369,Croydon Park,-34.88028,138.56779,Australia
2370,Crystal Brook,-33.35256,138.20955,Australia
2371,Cumberland Park,-34.97204,138.5867,Australia
2372,Darlington,-35.03151,138.55527,Australia
2373,Davoren Park,-34.69063,138.66862,Australia
2374,Daw Park,-34.98975,138.58407,Australia
2375,Dernancourt,-34.86199,138.67658,Australia
2376,Dover Gardens,-35.024,138.53695,Australia
2377,Dulwich,-34.9365,138.6272,Australia
2378,Echunga,-35.10354,138.79588,Australia
2379,Eden Hills,-35.0211,138.59567,Australia
2380,Edwardstown,-34.98018,138.5694,Australia
2381,Elizabeth Downs,-34.69982,138.69132,Australia
2382,Elizabeth East,-34.72513,138.68214,Australia
2383,Elizabeth Grove,-34.73528,138.66888,Australia
2384,Elizabeth North,-34.70678,138.67609,Australia
2385,Elizabeth Park,-34.70974,138.68604,Australia
2386,Elizabeth South,-34.73182,138.66192,Australia
2387,Elizabeth Vale,-34.74857,138.66819,Australia
2388,Elliston,-33.53931,135.09514,Australia
2389,Encounter Bay,-35.57419,138.60055,Australia
2390,Enfield,-34.8526,138.60255,Australia
2391,Erindale,-34.92785,138.66313,Australia
2392,Ethelton,-34.84869,138.49103,Australia
2393,Evandale,-34.90552,138.63542,Australia
2394,Evanston,-34.61657,138.73369,Australia
2395,Evanston Gardens,-34.62323,138.72166,Australia
2396,Evanston Park,-34.62284,138.74123,Australia
2397,Everard Park,-34.95196,138.57481,Australia
2398,Exeter,-34.83994,138.48902,Australia
2399,Fairview Park,-34.79998,138.72857,Australia
2400,Felixstow,-34.88902,138.64696,Australia
2401,Ferryden Park,-34.86616,138.5618,Australia
2402,Findon,-34.9,138.53333,Australia
2403,Firle,-34.90459,138.65319,Australia
2404,Flagstaff Hill,-35.04861,138.58285,Australia
2405,Flinders Park,-34.91026,138.54322,Australia
2406,Flinders Ranges,-32.13341,138.33882,Australia
2407,Forestville,-34.94946,138.57845,Australia
2408,Franklin Harbour,-33.60164,136.94148,Australia
2409,Freeling,-34.45407,138.80868,Australia
2410,Fulham,-34.92737,138.51368,Australia
2411,Fulham Gardens,-34.91483,138.51324,Australia
2412,Fullarton,-34.951,138.629,Australia
2413,Gawler,-34.62109,138.73228,Australia
2414,Gawler East,-34.59889,138.7632,Australia
2415,Gawler South,-34.60712,138.74445,Australia
2416,Gilberton,-34.90051,138.6126,Australia
2417,Gilles Plains,-34.85,138.65,Australia
2418,Glandore,-34.96154,138.56832,Australia
2419,Glen Osmond,-34.9596,138.64873,Australia
2420,Glenalta,-35.00792,138.62592,Australia
2421,Glenelg,-34.98079,138.515,Australia
2422,Glenelg East,-34.9764,138.52962,Australia
2423,Glenelg North,-34.9679,138.51751,Australia
2424,Glenelg South,-34.98964,138.51425,Australia
2425,Glengowrie,-34.98708,138.53674,Australia
2426,Glenside,-34.94275,138.63375,Australia
2427,Glenunga,-34.95013,138.63841,Australia
2428,Glynde,-34.89605,138.65253,Australia
2429,Golden Grove,-34.78333,138.73333,Australia
2430,Goodwood,-34.95092,138.5923,Australia
2431,Goolwa,-35.50159,138.78191,Australia
2432,Goolwa Beach,-35.50474,138.7732,Australia
2433,Goyder,-33.7164,139.01655,Australia
2434,Grange,-34.90223,138.49022,Australia
2435,Grant,-37.83642,140.63316,Australia
2436,Greenacres,-34.86855,138.628,Australia
2437,Greenock,-34.457,138.92719,Australia
2438,Greenwith,-34.76565,138.71383,Australia
2439,Gulfview Heights,-34.79545,138.66937,Australia
2440,Hackham,-35.15514,138.52509,Australia
2441,Hackham West,-35.14312,138.51442,Australia
2442,Hahndorf,-35.02863,138.80779,Australia
2443,Hallett Cove,-35.07923,138.5146,Australia
2444,Hampstead Gardens,-34.87448,138.62881,Australia
2445,Happy Valley,-35.08333,138.53333,Australia
2446,Hawthorn,-34.97384,138.60738,Australia
2447,Hawthorndene,-35.02229,138.63039,Australia
2448,Hayborough,-35.53129,138.65037,Australia
2449,Hazelwood Park,-34.93947,138.65879,Australia
2450,Hectorville,-34.89157,138.65892,Australia
2451,Henley Beach,-34.92029,138.49442,Australia
2452,Henley Beach South,-34.92591,138.49554,Australia
2453,Hewett,-34.57801,138.75242,Australia
2454,Highbury,-34.85287,138.6975,Australia
2455,Highgate,-34.96177,138.6218,Australia
2456,Hillbank,-34.73588,138.68723,Australia
2457,Hillcrest,-34.86252,138.64306,Australia
2458,Hindmarsh Island,-35.51014,138.86762,Australia
2459,Holden Hill,-34.85161,138.67232,Australia
2460,Holdfast Bay,-35.00244,138.52318,Australia
2461,Hope Valley,-34.83333,138.7,Australia
2462,Hove,-35.00814,138.5212,Australia
2463,Huntfield Heights,-35.15452,138.51417,Australia
2464,Hyde Park,-34.95467,138.60107,Australia
2465,Ingle Farm,-34.83333,138.63333,Australia
2466,Jamestown,-33.20531,138.60503,Australia
2467,Joslin,-34.89967,138.62655,Australia
2468,Kadina,-33.96495,137.71634,Australia
2469,Kangaroo Island,-35.8239,137.33392,Australia
2470,Kapunda,-34.33871,138.91644,Australia
2471,Karoonda East Murray,-34.92846,140.02484,Australia
2472,Keith,-36.0991,140.35315,Australia
2473,Kensington Gardens,-34.92582,138.66145,Australia
2474,Kensington Park,-34.92022,138.6543,Australia
2475,Kent Town,-34.92155,138.62009,Australia
2476,Kersbrook,-34.78305,138.85091,Australia
2477,Kidman Park,-34.91224,138.52693,Australia
2478,Kilburn,-34.8597,138.58559,Australia
2479,Kilkenny,-34.87914,138.5529,Australia
2480,Kimba,-33.04817,136.31797,Australia
2481,Kingscote,-35.6559,137.6393,Australia
2482,Kingston,-36.64083,140.05093,Australia
2483,Kingston South East,-36.83073,139.8522,Australia
2484,Klemzig,-34.87928,138.63562,Australia
2485,Kurralta Park,-34.95142,138.56702,Australia
2486,Largs Bay,-34.82582,138.48619,Australia
2487,Largs North,-34.8205,138.49241,Australia
2488,Leabrook,-34.92976,138.65862,Australia
2489,Lewiston,-34.60449,138.59125,Australia
2490,Light,-34.40981,138.84367,Australia
2491,Linden Park,-34.94347,138.64728,Australia
2492,Little Hampton,-35.04225,138.86423,Australia
2493,Lobethal,-34.90455,138.87477,Australia
2494,Lockleys,-34.92588,138.52803,Australia
2495,Lower Eyre Peninsula,-34.48806,135.70114,Australia
2496,Lower Mitcham,-34.97731,138.60493,Australia
2497,Loxton,-34.4502,140.56908,Australia
2498,Loxton Waikerie,-34.48161,140.28346,Australia
2499,Lyndoch,-34.60124,138.89094,Australia
2500,Macclesfield,-35.17182,138.83589,Australia
2501,Magill,-34.90911,138.67498,Australia
2502,Maitland,-34.37386,137.67333,Australia
2503,Mallala,-34.51035,138.42783,Australia
2504,Malvern,-34.95915,138.61254,Australia
2505,Manningham,-34.87776,138.62206,Australia
2506,Mannum,-34.91529,139.30325,Australia
2507,Mansfield Park,-34.85655,138.55186,Australia
2508,Maralinga Tjarutja,-29.60092,130.84442,Australia
2509,Marden,-34.89569,138.6378,Australia
2510,Marino,-35.04468,138.51236,Australia
2511,Marion,-35.01322,138.55339,Australia
2512,Marleston,-34.94763,138.55957,Australia
2513,Maslin Beach,-35.22595,138.47984,Australia
2514,Mawson Lakes,-34.81589,138.60809,Australia
2515,Maylands,-34.91128,138.63671,Australia
2516,McCracken,-35.5358,138.63121,Australia
2517,McLaren Flat,-35.21667,138.58333,Australia
2518,McLaren Vale,-35.21895,138.54326,Australia
2519,Meadows,-35.18021,138.7625,Australia
2520,Medindie,-34.896,138.605,Australia
2521,Melrose Park,-34.98328,138.57541,Australia
2522,Meningie,-35.68637,139.34007,Australia
2523,Mid Murray,-34.41566,139.41639,Australia
2524,Middleton,-35.51047,138.70377,Australia
2525,Mile End,-34.92654,138.57033,Australia
2526,Millicent,-37.59389,140.34947,Australia
2527,Millswood,-34.95505,138.58888,Australia
2528,Minlaton,-34.77101,137.59576,Australia
2529,Mitcham,-35.0069,138.62218,Australia
2530,Mitchell Park,-35.01031,138.56266,Australia
2531,Moana,-35.19394,138.47614,Australia
2532,Modbury,-34.83333,138.68333,Australia
2533,Modbury Heights,-34.80969,138.68544,Australia
2534,Modbury North,-34.82848,138.6739,Australia
2535,Monash,-34.2384,140.56131,Australia
2536,Moonta Bay,-34.05,137.56667,Australia
2537,Moorak,-37.86381,140.74263,Australia
2538,Morphett Vale,-35.13333,138.51667,Australia
2539,Morphettville,-34.98852,138.53979,Australia
2540,Mount Barker,-35.06907,138.86936,Australia
2541,Mount Compass,-35.34685,138.62032,Australia
2542,Mount Gambier,-37.82469,140.78191,Australia
2543,Mount Remarkable,-32.71813,138.1713,Australia
2544,Munno Para,-34.66792,138.70149,Australia
2545,Munno Para West,-34.66464,138.68066,Australia
2546,Murray Bridge,-35.2002,139.3209,Australia
2547,Mylor,-35.04303,138.759,Australia
2548,Myrtle Bank,-34.96057,138.63377,Australia
2549,Nailsworth,-34.88437,138.60619,Australia
2550,Nairne,-35.0345,138.91154,Australia
2551,Naracoorte,-36.95785,140.7383,Australia
2552,Naracoorte and Lucindale,-36.99542,140.52791,Australia
2553,Netherby,-34.97048,138.62503,Australia
2554,Netley,-34.94887,138.54983,Australia
2555,Newton,-34.88207,138.68249,Australia
2556,Noarlunga Downs,-35.1504,138.50395,Australia
2557,Normanville,-35.44623,138.3213,Australia
2558,North Adelaide,-34.90733,138.59141,Australia
2559,North Brighton,-35.00279,138.52211,Australia
2560,North Haven,-34.78825,138.49162,Australia
2561,North Plympton,-34.95769,138.55343,Australia
2562,Northern Areas,-33.30074,138.47745,Australia
2563,Northfield,-34.84979,138.6255,Australia
2564,Northgate,-34.85784,138.62908,Australia
2565,Norwood,-34.9273,138.62849,Australia
2566,Norwood Payneham St Peters,-34.908,138.63556,Australia
2567,Novar Gardens,-34.96626,138.53256,Australia
2568,Nuriootpa,-34.46825,138.99767,Australia
2569,O'Sullivan Beach,-35.11879,138.4734,Australia
2570,O’Halloran Hill,-35.06667,138.55,Australia
2571,Oakden,-34.8528,138.6433,Australia
2572,Oaklands Park,-35.00671,138.54457,Australia
2573,Old Noarlunga,-35.18209,138.50138,Australia
2574,Old Reynella,-35.10353,138.53365,Australia
2575,One Tree Hill,-34.7,138.76667,Australia
2576,Onkaparinga,-35.1868,138.57776,Australia
2577,Onkaparinga Hills,-35.13514,138.56697,Australia
2578,Orroroo/Carrieton,-32.53181,138.6647,Australia
2579,Osborne,-34.79804,138.49796,Australia
2580,Ottoway,-34.84756,138.53575,Australia
2581,Panorama,-34.9908,138.59948,Australia
2582,Para Hills,-34.8121,138.65802,Australia
2583,Para Hills West,-34.80474,138.64283,Australia
2584,Para Vista,-34.82094,138.66111,Australia
2585,Paradise,-34.87361,138.66896,Australia
2586,Parafield Gardens,-34.78254,138.61077,Australia
2587,Paralowie,-34.75705,138.60819,Australia
2588,Paringa,-34.17644,140.78579,Australia
2589,Park Holme,-34.99443,138.55318,Australia
2590,Parkside,-34.94512,138.61304,Australia
2591,Pasadena,-35.00274,138.58862,Australia
2592,Payneham,-34.89724,138.64064,Australia
2593,Payneham South,-34.90481,138.64448,Australia
2594,Pennington,-34.85758,138.5316,Australia
2595,Penola,-37.3752,140.83678,Australia
2596,Peterborough,-32.84787,139.02608,Australia
2597,Peterhead,-34.83118,138.49892,Australia
2598,Playford,-34.69419,138.6421,Australia
2599,Plympton,-34.962,138.55496,Australia
2600,Plympton Park,-34.98071,138.54918,Australia
2601,Pooraka,-34.82471,138.62637,Australia
2602,Port Adelaide,-34.8462,138.50302,Australia
2603,Port Adelaide Enfield,-34.84803,138.50773,Australia
2604,Port Augusta,-32.5553,137.71362,Australia
2605,Port Augusta West,-32.48611,137.75833,Australia
2606,Port Broughton,-33.6007,137.93597,Australia
2607,Port Elliot,-35.53017,138.67922,Australia
2608,Port Lincoln,-34.72854,135.85748,Australia
2609,Port Noarlunga,-35.14802,138.47099,Australia
2610,Port Noarlunga South,-35.17404,138.46859,Australia
2611,Port Pirie,-33.19176,138.01746,Australia
2612,Port Pirie City and Dists,-33.36513,138.10706,Australia
2613,Port Pirie South,-33.19797,138.01446,Australia
2614,Port Pirie West,-33.1779,137.9985,Australia
2615,Port Willunga,-35.26181,138.46436,Australia
2616,Prospect,-34.88457,138.60038,Australia
2617,Queenstown,-34.86091,138.51048,Australia
2618,Quorn,-32.34676,138.04176,Australia
2619,Redwood Park,-34.81155,138.70695,Australia
2620,Renmark,-34.17702,140.74697,Australia
2621,Renmark Paringa,-34.17485,140.7486,Australia
2622,Renmark West,-34.16531,140.7097,Australia
2623,Renown Park,-34.89174,138.57729,Australia
2624,Reynella,-35.09372,138.53082,Australia
2625,Reynella East,-35.09197,138.55742,Australia
2626,Richmond,-34.94199,138.56322,Australia
2627,Ridgehaven,-34.82126,138.70467,Australia
2628,Ridleyton,-34.8928,138.57159,Australia
2629,Risdon Park,-33.19661,137.99399,Australia
2630,Risdon Park South,-33.21104,137.99498,Australia
2631,Robe,-37.18616,139.99003,Australia
2632,Rose Park,-34.93039,138.62825,Australia
2633,Rosewater,-34.852,138.52158,Australia
